Hostname,LocalIP,HostType,OSVersion,MachineDomain,OU,SiteName,RecommendedRemediation,RemediationDetail,Products,Count,Critical,High,Medium,Low,Unknown,GroupNames,Tags,HostID,Exploits,Platform,ExPRT Critical,ExPRT High,ExPRT Medium,ExPRT Low,ExPRT Unknown,AdditionalRemediationAdvisoryUrl,AdditionalRemediationSteps,Asset Criticality,Asset Roles,Internet exposure,Managed By,Data Providers,Third-party Asset IDs,CID,Customer,Recommendation Type,Patch Publication Date,Instance state
cs-asset-033.corp.example,10.40.2.52,Server,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Cloud-AZ1,Install the current Microsoft cumulative security update and restart the affected host.,Update Microsoft Windows Server to the approved fixed release and validate the service.,Microsoft Windows Server,2,2,0,0,0,0,Corporate Endpoints,owner:team-3;environment:production,host-00033,0,Windows,0,0,0,0,0,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38077,"Test, deploy, restart if required, verify service health, and rescan.",Critical,Business Critical,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00033,sample-cid-001,Sample Organization,Patch,2026-06-09,Open
cs-asset-034.corp.example,10.40.2.53,Workstation,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Dubai-DC,Upgrade Log4j to a vendor-supported fixed release and restart the application service.,Update Apache Log4j to the approved fixed release and validate the service.,Apache Log4j,3,0,3,0,0,0,Production Servers,owner:team-4;environment:production,host-00034,1,Linux,0,3,0,0,0,https://logging.apache.org/log4j/2.x/security.html,"Test, deploy, restart if required, verify service health, and rescan.",High,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00034,sample-cid-001,Sample Organization,Patch,2026-06-08,Open
cs-asset-035.corp.example,10.40.2.54,Server,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Abu-Dhabi-DC,Apply the operating-system vendor OpenSSL package update and restart dependent services.,Update OpenSSL to the approved fixed release and validate the service.,OpenSSL,4,0,0,4,0,0,Internet Services,owner:team-5;environment:production,host-00035,2,Windows,0,0,4,0,0,https://www.openssl.org/news/secadv/20230207.txt,"Test, deploy, restart if required, verify service health, and rescan.",Medium,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00035,sample-cid-001,Sample Organization,Patch,2026-06-07,Open
cs-asset-036.corp.example,10.40.2.55,Server,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Cloud-AZ1,"Upgrade Apache Tomcat, disable unused AJP connectors, and require a connector secret.",Update Apache Tomcat to the approved fixed release and validate the service.,Apache Tomcat,5,0,0,0,5,0,Corporate Endpoints,owner:team-6;environment:production,host-00036,3,Linux,0,0,0,5,0,https://tomcat.apache.org/security-9.html,"Test, deploy, restart if required, verify service health, and rescan.",Low,Standard,Yes,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00036,sample-cid-001,Sample Organization,Patch,2026-06-06,Open
cs-asset-037.corp.example,10.40.2.56,Workstation,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Dubai-DC,Update Google Chrome to the latest enterprise stable release and relaunch the browser.,Update Google Chrome to the approved fixed release and validate the service.,Google Chrome,6,6,0,0,0,0,Production Servers,owner:team-1;environment:production,host-00037,0,Windows,0,0,0,0,0,https://chromereleases.googleblog.com/,"Test, deploy, restart if required, verify service health, and rescan.",Critical,Business Critical,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00037,sample-cid-001,Sample Organization,Patch,2026-06-05,Open
cs-asset-038.corp.example,10.40.2.57,Server,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Abu-Dhabi-DC,Install the fixed Cisco IOS XE release and disable the HTTP server when it is not required.,Update Cisco IOS XE to the approved fixed release and validate the service.,Cisco IOS XE,7,0,7,0,0,0,Internet Services,owner:team-2;environment:production,host-00038,1,Linux,0,7,0,0,0,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-webui-privesc-j22SaA4z,"Test, deploy, restart if required, verify service health, and rescan.",High,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00038,sample-cid-001,Sample Organization,Patch,2026-06-04,Open
cs-asset-039.corp.example,10.40.2.58,Server,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Cloud-AZ1,Install the distribution kernel security update and reboot into the fixed kernel.,Update Linux Kernel to the approved fixed release and validate the service.,Linux Kernel,8,0,0,8,0,0,Corporate Endpoints,owner:team-3;environment:production,host-00039,2,Windows,0,0,8,0,0,https://nvd.nist.gov/vuln/detail/CVE-2024-1086,"Test, deploy, restart if required, verify service health, and rescan.",Medium,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00039,sample-cid-001,Sample Organization,Patch,2026-06-03,Open
cs-asset-040.corp.example,10.40.2.59,Workstation,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Dubai-DC,Install the supported Exchange Server security update and verify Extended Protection configuration.,Update Microsoft Exchange Server to the approved fixed release and validate the service.,Microsoft Exchange Server,9,0,0,0,9,0,Production Servers,owner:team-4;environment:production,host-00040,3,Linux,0,0,0,9,0,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21410,"Test, deploy, restart if required, verify service health, and rescan.",Low,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00040,sample-cid-001,Sample Organization,Patch,2026-06-02,Open
cs-asset-041.corp.example,10.40.3.60,Server,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Abu-Dhabi-DC,Install the current Microsoft cumulative security update and restart the affected host.,Update Microsoft Windows Server to the approved fixed release and validate the service.,Microsoft Windows Server,2,2,0,0,0,0,Internet Services,owner:team-5;environment:production,host-00041,0,Windows,0,0,0,0,0,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38077,"Test, deploy, restart if required, verify service health, and rescan.",Critical,Business Critical,Yes,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00041,sample-cid-001,Sample Organization,Patch,2026-06-01,Open
cs-asset-042.corp.example,10.40.3.61,Server,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Cloud-AZ1,Upgrade Log4j to a vendor-supported fixed release and restart the application service.,Update Apache Log4j to the approved fixed release and validate the service.,Apache Log4j,3,0,3,0,0,0,Corporate Endpoints,owner:team-6;environment:production,host-00042,1,Linux,0,3,0,0,0,https://logging.apache.org/log4j/2.x/security.html,"Test, deploy, restart if required, verify service health, and rescan.",High,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00042,sample-cid-001,Sample Organization,Patch,2026-05-31,Open
cs-asset-043.corp.example,10.40.3.62,Workstation,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Dubai-DC,Apply the operating-system vendor OpenSSL package update and restart dependent services.,Update OpenSSL to the approved fixed release and validate the service.,OpenSSL,4,0,0,4,0,0,Production Servers,owner:team-1;environment:production,host-00043,2,Windows,0,0,4,0,0,https://www.openssl.org/news/secadv/20230207.txt,"Test, deploy, restart if required, verify service health, and rescan.",Medium,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00043,sample-cid-001,Sample Organization,Patch,2026-05-30,Open
cs-asset-044.corp.example,10.40.3.63,Server,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Abu-Dhabi-DC,"Upgrade Apache Tomcat, disable unused AJP connectors, and require a connector secret.",Update Apache Tomcat to the approved fixed release and validate the service.,Apache Tomcat,5,0,0,0,5,0,Internet Services,owner:team-2;environment:production,host-00044,3,Linux,0,0,0,5,0,https://tomcat.apache.org/security-9.html,"Test, deploy, restart if required, verify service health, and rescan.",Low,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00044,sample-cid-001,Sample Organization,Patch,2026-05-29,Open
cs-asset-045.corp.example,10.40.3.64,Server,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Cloud-AZ1,Update Google Chrome to the latest enterprise stable release and relaunch the browser.,Update Google Chrome to the approved fixed release and validate the service.,Google Chrome,6,6,0,0,0,0,Corporate Endpoints,owner:team-3;environment:production,host-00045,0,Windows,0,0,0,0,0,https://chromereleases.googleblog.com/,"Test, deploy, restart if required, verify service health, and rescan.",Critical,Business Critical,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00045,sample-cid-001,Sample Organization,Patch,2026-05-28,Open
cs-asset-001.corp.example,10.40.1.20,Workstation,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Dubai-DC,Install the fixed Cisco IOS XE release and disable the HTTP server when it is not required.,Update Cisco IOS XE to the approved fixed release and validate the service.,Cisco IOS XE,7,0,7,0,0,0,Production Servers,owner:team-1;environment:production,host-00001,1,Linux,0,7,0,0,0,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-webui-privesc-j22SaA4z,"Test, deploy, restart if required, verify service health, and rescan.",Critical,Business Critical,Yes,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00001,sample-cid-001,Sample Organization,Patch,2026-05-27,Open
cs-asset-002.corp.example,10.40.1.21,Server,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Abu-Dhabi-DC,Install the distribution kernel security update and reboot into the fixed kernel.,Update Linux Kernel to the approved fixed release and validate the service.,Linux Kernel,8,0,0,8,0,0,Internet Services,owner:team-2;environment:production,host-00002,2,Windows,0,0,8,0,0,https://nvd.nist.gov/vuln/detail/CVE-2024-1086,"Test, deploy, restart if required, verify service health, and rescan.",High,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00002,sample-cid-001,Sample Organization,Patch,2026-05-26,Open
cs-asset-003.corp.example,10.40.1.22,Server,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Cloud-AZ1,Install the supported Exchange Server security update and verify Extended Protection configuration.,Update Microsoft Exchange Server to the approved fixed release and validate the service.,Microsoft Exchange Server,9,0,0,0,9,0,Corporate Endpoints,owner:team-3;environment:production,host-00003,3,Linux,0,0,0,9,0,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21410,"Test, deploy, restart if required, verify service health, and rescan.",Medium,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00003,sample-cid-001,Sample Organization,Patch,2026-05-25,Open
cs-asset-004.corp.example,10.40.1.23,Workstation,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Dubai-DC,Install the current Microsoft cumulative security update and restart the affected host.,Update Microsoft Windows Server to the approved fixed release and validate the service.,Microsoft Windows Server,2,2,0,0,0,0,Production Servers,owner:team-4;environment:production,host-00004,0,Windows,0,0,0,0,0,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38077,"Test, deploy, restart if required, verify service health, and rescan.",Low,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00004,sample-cid-001,Sample Organization,Patch,2026-05-24,Open
cs-asset-005.corp.example,10.40.1.24,Server,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Abu-Dhabi-DC,Upgrade Log4j to a vendor-supported fixed release and restart the application service.,Update Apache Log4j to the approved fixed release and validate the service.,Apache Log4j,3,0,3,0,0,0,Internet Services,owner:team-5;environment:production,host-00005,1,Linux,0,3,0,0,0,https://logging.apache.org/log4j/2.x/security.html,"Test, deploy, restart if required, verify service health, and rescan.",Critical,Business Critical,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00005,sample-cid-001,Sample Organization,Patch,2026-05-23,Open
cs-asset-006.corp.example,10.40.1.25,Server,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Cloud-AZ1,Apply the operating-system vendor OpenSSL package update and restart dependent services.,Update OpenSSL to the approved fixed release and validate the service.,OpenSSL,4,0,0,4,0,0,Corporate Endpoints,owner:team-6;environment:production,host-00006,2,Windows,0,0,4,0,0,https://www.openssl.org/news/secadv/20230207.txt,"Test, deploy, restart if required, verify service health, and rescan.",High,Standard,Yes,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00006,sample-cid-001,Sample Organization,Patch,2026-05-22,Open
cs-asset-007.corp.example,10.40.1.26,Workstation,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Dubai-DC,"Upgrade Apache Tomcat, disable unused AJP connectors, and require a connector secret.",Update Apache Tomcat to the approved fixed release and validate the service.,Apache Tomcat,5,0,0,0,5,0,Production Servers,owner:team-1;environment:production,host-00007,3,Linux,0,0,0,5,0,https://tomcat.apache.org/security-9.html,"Test, deploy, restart if required, verify service health, and rescan.",Medium,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00007,sample-cid-001,Sample Organization,Patch,2026-05-21,Open
cs-asset-008.corp.example,10.40.1.27,Server,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Abu-Dhabi-DC,Update Google Chrome to the latest enterprise stable release and relaunch the browser.,Update Google Chrome to the approved fixed release and validate the service.,Google Chrome,6,6,0,0,0,0,Internet Services,owner:team-2;environment:production,host-00008,0,Windows,0,0,0,0,0,https://chromereleases.googleblog.com/,"Test, deploy, restart if required, verify service health, and rescan.",Low,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00008,sample-cid-001,Sample Organization,Patch,2026-05-20,Open
cs-asset-009.corp.example,10.40.1.28,Server,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Cloud-AZ1,Install the fixed Cisco IOS XE release and disable the HTTP server when it is not required.,Update Cisco IOS XE to the approved fixed release and validate the service.,Cisco IOS XE,7,0,7,0,0,0,Corporate Endpoints,owner:team-3;environment:production,host-00009,1,Linux,0,7,0,0,0,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-webui-privesc-j22SaA4z,"Test, deploy, restart if required, verify service health, and rescan.",Critical,Business Critical,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00009,sample-cid-001,Sample Organization,Patch,2026-05-19,Open
cs-asset-010.corp.example,10.40.1.29,Workstation,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Dubai-DC,Install the distribution kernel security update and reboot into the fixed kernel.,Update Linux Kernel to the approved fixed release and validate the service.,Linux Kernel,8,0,0,8,0,0,Production Servers,owner:team-4;environment:production,host-00010,2,Windows,0,0,8,0,0,https://nvd.nist.gov/vuln/detail/CVE-2024-1086,"Test, deploy, restart if required, verify service health, and rescan.",High,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00010,sample-cid-001,Sample Organization,Patch,2026-05-18,Open
cs-asset-011.corp.example,10.40.1.30,Server,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Abu-Dhabi-DC,Install the supported Exchange Server security update and verify Extended Protection configuration.,Update Microsoft Exchange Server to the approved fixed release and validate the service.,Microsoft Exchange Server,9,0,0,0,9,0,Internet Services,owner:team-5;environment:production,host-00011,3,Linux,0,0,0,9,0,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21410,"Test, deploy, restart if required, verify service health, and rescan.",Medium,Standard,Yes,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00011,sample-cid-001,Sample Organization,Patch,2026-05-17,Open
cs-asset-012.corp.example,10.40.1.31,Server,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Cloud-AZ1,Install the current Microsoft cumulative security update and restart the affected host.,Update Microsoft Windows Server to the approved fixed release and validate the service.,Microsoft Windows Server,2,2,0,0,0,0,Corporate Endpoints,owner:team-6;environment:production,host-00012,0,Windows,0,0,0,0,0,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38077,"Test, deploy, restart if required, verify service health, and rescan.",Low,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00012,sample-cid-001,Sample Organization,Patch,2026-05-16,Open
cs-asset-013.corp.example,10.40.1.32,Workstation,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Dubai-DC,Upgrade Log4j to a vendor-supported fixed release and restart the application service.,Update Apache Log4j to the approved fixed release and validate the service.,Apache Log4j,3,0,3,0,0,0,Production Servers,owner:team-1;environment:production,host-00013,1,Linux,0,3,0,0,0,https://logging.apache.org/log4j/2.x/security.html,"Test, deploy, restart if required, verify service health, and rescan.",Critical,Business Critical,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00013,sample-cid-001,Sample Organization,Patch,2026-05-15,Open
cs-asset-014.corp.example,10.40.1.33,Server,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Abu-Dhabi-DC,Apply the operating-system vendor OpenSSL package update and restart dependent services.,Update OpenSSL to the approved fixed release and validate the service.,OpenSSL,4,0,0,4,0,0,Internet Services,owner:team-2;environment:production,host-00014,2,Windows,0,0,4,0,0,https://www.openssl.org/news/secadv/20230207.txt,"Test, deploy, restart if required, verify service health, and rescan.",High,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00014,sample-cid-001,Sample Organization,Patch,2026-05-14,Open
cs-asset-015.corp.example,10.40.1.34,Server,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Cloud-AZ1,"Upgrade Apache Tomcat, disable unused AJP connectors, and require a connector secret.",Update Apache Tomcat to the approved fixed release and validate the service.,Apache Tomcat,5,0,0,0,5,0,Corporate Endpoints,owner:team-3;environment:production,host-00015,3,Linux,0,0,0,5,0,https://tomcat.apache.org/security-9.html,"Test, deploy, restart if required, verify service health, and rescan.",Medium,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00015,sample-cid-001,Sample Organization,Patch,2026-05-13,Open
cs-asset-016.corp.example,10.40.1.35,Workstation,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Dubai-DC,Update Google Chrome to the latest enterprise stable release and relaunch the browser.,Update Google Chrome to the approved fixed release and validate the service.,Google Chrome,6,6,0,0,0,0,Production Servers,owner:team-4;environment:production,host-00016,0,Windows,0,0,0,0,0,https://chromereleases.googleblog.com/,"Test, deploy, restart if required, verify service health, and rescan.",Low,Standard,Yes,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00016,sample-cid-001,Sample Organization,Patch,2026-05-12,Open
cs-asset-017.corp.example,10.40.1.36,Server,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Abu-Dhabi-DC,Install the fixed Cisco IOS XE release and disable the HTTP server when it is not required.,Update Cisco IOS XE to the approved fixed release and validate the service.,Cisco IOS XE,7,0,7,0,0,0,Internet Services,owner:team-5;environment:production,host-00017,1,Linux,0,7,0,0,0,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-webui-privesc-j22SaA4z,"Test, deploy, restart if required, verify service health, and rescan.",Critical,Business Critical,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00017,sample-cid-001,Sample Organization,Patch,2026-05-11,Open
cs-asset-018.corp.example,10.40.1.37,Server,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Cloud-AZ1,Install the distribution kernel security update and reboot into the fixed kernel.,Update Linux Kernel to the approved fixed release and validate the service.,Linux Kernel,8,0,0,8,0,0,Corporate Endpoints,owner:team-6;environment:production,host-00018,2,Windows,0,0,8,0,0,https://nvd.nist.gov/vuln/detail/CVE-2024-1086,"Test, deploy, restart if required, verify service health, and rescan.",High,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00018,sample-cid-001,Sample Organization,Patch,2026-05-10,Open
cs-asset-019.corp.example,10.40.1.38,Workstation,Ubuntu 22.04 LTS,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Dubai-DC,Install the supported Exchange Server security update and verify Extended Protection configuration.,Update Microsoft Exchange Server to the approved fixed release and validate the service.,Microsoft Exchange Server,9,0,0,0,9,0,Production Servers,owner:team-1;environment:production,host-00019,3,Linux,0,0,0,9,0,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21410,"Test, deploy, restart if required, verify service health, and rescan.",Medium,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00019,sample-cid-001,Sample Organization,Patch,2026-05-09,Open
cs-asset-020.corp.example,10.40.1.39,Server,Windows Server 2022,CORP.EXAMPLE,"OU=Production,DC=corp,DC=example",Abu-Dhabi-DC,Install the current Microsoft cumulative security update and restart the affected host.,Update Microsoft Windows Server to the approved fixed release and validate the service.,Microsoft Windows Server,2,2,0,0,0,0,Internet Services,owner:team-2;environment:production,host-00020,0,Windows,0,0,0,0,0,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38077,"Test, deploy, restart if required, verify service health, and rescan.",Low,Standard,No,CrowdStrike Falcon,CrowdStrike Spotlight,asset-ext-00020,sample-cid-001,Sample Organization,Patch,2026-05-08,Open
